ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE_YEARS,YEARS_EMPLOYED,IS_PENSIONER_NO_JOB
1002188,M,N,Y,0,265400.0,Working,Higher education,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,49,9,0
1002189,F,N,N,2,224800.0,Working,Higher education,Separated,With parents,1,1,0,0,Cleaning staff,3.0,0,30,28,0
1002190,M,Y,Y,0,288100.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Cooking staff,2.0,0,60,26,0
1002191,F,N,N,0,173500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Medicine staff,2.0,0,26,7,0
1002192,F,N,Y,0,107000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,0,38,25,0
1002193,M,N,Y,2,48200.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,1,Managers,4.0,1,23,9,0
1002194,F,N,N,0,231500.0,Working,Higher education,Married,Office apartment,1,0,0,0,Security staff,2.0,0,59,35,0
1002195,F,N,Y,1,196600.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,3.0,0,44,31,0
1002196,M,Y,N,1,204700.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,1,Sales staff,3.0,1,69,23,0
1002197,F,Y,Y,0,243400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2.0,1,65,18,0
1002198,M,N,N,1,286300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,44,1,0
1002199,F,N,Y,2,75600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,3.0,0,56,0,1
1002200,M,N,N,1,163900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,56,39,0
1002201,F,N,Y,2,27000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,1,0,1,0,High skill tech staff,3.0,1,50,0,1
1002202,F,N,N,0,184100.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,1,0,Accountants,2.0,1,64,29,0
1002203,M,N,Y,0,175300.0,Working,Higher education,Separated,House / apartment,1,1,0,0,Medicine staff,2.0,0,25,6,0
1002204,M,N,N,1,189800.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,3.0,0,34,32,0
1002205,F,Y,Y,0,169100.0,Working,Incomplete higher,Separated,Office apartment,1,0,1,0,Medicine staff,2.0,1,51,1,0
1002206,F,N,Y,0,213500.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,1,0,0,0,Core staff,2.0,0,28,21,0
1002207,F,N,N,0,160700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,51,8,0
1002208,M,Y,Y,0,357400.0,Working,Higher education,Married,Municipal apartment,1,0,0,0,Managers,2.0,0,59,33,0
1002209,M,Y,N,2,171700.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,4.0,0,24,30,0
1002210,F,N,N,0,79100.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Accountants,1.0,1,40,21,0
1002211,F,N,Y,1,126000.0,Student,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3.0,0,55,26,0
1002212,F,Y,N,0,260600.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Cooking staff,2.0,0,65,14,0
1002213,F,Y,Y,1,263700.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Accountants,2.0,0,46,1,0
1002214,F,Y,N,0,176200.0,Commercial associate,Lower secondary,Married,House / apartment,1,1,1,0,Cooking staff,2.0,0,39,14,0
1002215,M,Y,Y,0,176400.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,1,1,0,0,Sales staff,2.0,0,69,6,0
1002216,M,N,Y,0,139700.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,1.0,0,58,0,1
1002217,F,N,N,0,223100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,1,27,5,0
1002218,F,N,N,0,214000.0,Commercial associate,Higher education,Civil marriage,With parents,1,0,1,0,Core staff,2.0,0,37,14,0
1002219,M,Y,N,1,78600.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Security staff,3.0,0,26,0,1
1002220,M,N,N,3,126600.0,Working,Secondary / secondary special,Married,Office apartment,1,0,1,0,Cleaning staff,4.0,1,44,9,0
1002221,F,Y,Y,1,174900.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,2.0,0,53,6,0
1002222,M,N,Y,0,93700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Laborers,2.0,1,68,5,0
1002223,M,N,Y,1,130400.0,Working,Higher education,Married,House / apartment,1,1,0,0,Cleaning staff,3.0,1,50,27,0
1002224,F,N,N,0,238600.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,1.0,0,62,35,0
1002225,M,N,Y,1,171900.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,High skill tech staff,3.0,0,34,33,0
1002226,F,Y,N,1,263000.0,Working,Higher education,Married,Rented apartment,1,0,0,0,Managers,3.0,0,49,14,0
1002227,M,Y,Y,0,336900.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Other,2.0,0,48,34,0
1002228,M,N,Y,2,228400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Managers,4.0,0,28,2,0
1002229,F,Y,N,0,221900.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Medicine staff,1.0,0,69,19,0
1002230,M,N,Y,0,71400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,1,50,38,0
1002231,F,Y,Y,1,215200.0,Working,Secondary / secondary special,Widow,With parents,1,0,1,0,Core staff,3.0,1,29,5,0
1002232,M,N,Y,2,172300.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4.0,0,65,36,0
1002233,F,Y,N,2,256900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,3.0,0,51,1,0
1002234,F,Y,Y,0,87400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,41,26,0
1002235,F,N,Y,1,276100.0,Working,Higher education,Married,With parents,1,0,0,0,Medicine staff,3.0,0,26,15,0
1002236,M,N,Y,4,84300.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,6.0,1,66,0,1
1002237,M,N,N,0,104900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2.0,1,59,19,0
1002238,M,N,Y,0,357300.0,Working,Higher education,Married,With parents,1,1,1,0,Other,2.0,0,59,26,0
1002239,F,Y,N,0,180600.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Laborers,1.0,0,46,5,0
1002240,M,Y,Y,2,167600.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Sales staff,4.0,0,45,1,0
1002241,M,Y,N,0,177900.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Cooking staff,2.0,0,28,0,0
1002242,M,N,N,1,103300.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,60,0,1
1002243,M,Y,N,0,187300.0,Working,Higher education,Civil marriage,House / apartment,1,0,1,0,High skill tech staff,2.0,0,35,4,0
1002244,M,Y,Y,0,198300.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,1.0,0,40,29,0
1002245,M,N,Y,0,115200.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2.0,1,60,0,1
1002246,M,N,Y,0,157500.0,Working,Incomplete higher,Separated,Municipal apartment,1,0,1,0,Cleaning staff,1.0,0,48,28,0
1002247,F,N,Y,2,90200.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,1,Accountants,4.0,0,41,0,1
1002248,M,Y,Y,0,266300.0,Working,Academic degree,Separated,House / apartment,1,0,0,0,Core staff,2.0,0,43,6,0
1002249,M,N,Y,0,193900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,1.0,0,67,32,0
1002250,F,N,Y,2,229400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cooking staff,4.0,1,61,6,0
1002251,F,Y,Y,0,291200.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1.0,0,45,36,0
1002252,M,N,Y,1,152500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,0,1,0,Laborers,3.0,1,43,9,0
1002253,F,Y,Y,0,239000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,0,0,Core staff,1.0,1,46,13,0
1002254,F,N,N,2,227200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,3.0,0,31,28,0
1002255,F,N,Y,0,136200.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Drivers,2.0,0,29,25,0
1002256,F,Y,N,0,190200.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Other,1.0,1,22,25,0
1002257,F,N,Y,1,238500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Accountants,3.0,0,64,11,0
1002258,M,N,N,0,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,1,Other,2.0,1,46,0,1
1002259,F,N,Y,0,124800.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Medicine staff,2.0,0,57,0,1
1002260,F,N,Y,0,184900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Other,1.0,0,51,21,0
1002261,F,N,N,0,167200.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,2.0,1,26,8,0
1002262,F,Y,Y,1,240700.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Security staff,3.0,0,44,8,0
1002263,M,Y,Y,0,247200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1.0,1,29,0,1
1002264,F,N,Y,1,240500.0,Working,Higher education,Civil marriage,With parents,1,0,0,0,Cleaning staff,3.0,1,29,11,0
1002265,M,N,N,0,94500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,1.0,0,46,34,0
1002266,F,N,N,1,151500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Managers,3.0,1,56,0,1
1002267,F,N,Y,0,113300.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,1,59,25,0
1002268,F,N,N,0,358000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,1.0,0,22,9,0
1002269,F,N,Y,1,89300.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,High skill tech staff,3.0,0,57,0,1
1002270,F,N,Y,1,189000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Accountants,3.0,0,46,14,0
1002271,F,N,Y,2,253600.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Security staff,3.0,0,24,3,0
1002272,F,N,Y,0,118300.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2.0,1,37,18,0
1002273,F,N,N,2,166400.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Other,4.0,0,54,39,0
1002274,F,N,N,3,262700.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,5.0,0,40,27,0
1002275,M,N,N,3,260500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,4.0,0,68,14,0
1002276,F,N,N,0,109900.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,1,Accountants,1.0,1,48,32,0
1002277,M,Y,Y,0,106700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2.0,0,50,8,0
1002278,F,N,N,1,257600.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3.0,0,46,32,0
1002279,F,N,Y,0,257000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2.0,1,48,18,0
1002280,F,N,N,1,137800.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,1,Laborers,3.0,0,52,9,0
1002281,M,Y,Y,0,237000.0,Working,Higher education,Married,Office apartment,1,1,0,0,Sales staff,1.0,0,51,14,0
1002282,M,N,N,2,100200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Laborers,4.0,0,26,19,0
1002283,F,N,N,0,213500.0,Working,Incomplete higher,Married,House / apartment,1,1,0,0,Laborers,1.0,0,47,26,0
1002284,M,N,Y,2,194900.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Other,4.0,0,53,39,0
1002285,M,Y,Y,1,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,2.0,1,31,0,1
1002286,F,N,Y,0,152100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,1,30,6,0
1002287,F,Y,Y,0,155500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,1.0,0,48,25,0
1002288,M,Y,N,0,261700.0,Working,Higher education,Married,House / apartment,1,1,0,0,Medicine staff,2.0,0,52,38,0
1002289,M,Y,Y,2,105600.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Accountants,3.0,0,56,34,0
1002290,F,N,Y,0,255300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,1,25,11,0
1002291,F,N,Y,1,181500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,3.0,0,49,18,0
1002292,F,N,Y,0,291100.0,State servant,Higher education,Married,House / apartment,1,1,0,0,Other,2.0,0,36,2,0
1002293,M,N,Y,1,81900.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Security staff,2.0,1,44,28,0
1002294,M,N,N,0,197100.0,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Other,2.0,0,56,38,0
1002295,M,N,N,3,139800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,5.0,0,54,0,1
1002296,F,Y,N,1,192200.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Security staff,2.0,1,38,16,0
1002297,M,Y,Y,2,152300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,4.0,0,63,0,1
1002298,M,Y,Y,2,197200.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,3.0,0,57,18,0
1002299,F,N,Y,0,62800.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,21,17,0
1002300,F,N,Y,0,294500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,2.0,0,24,10,0
1002301,F,N,Y,0,133900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,1.0,1,64,11,0
1002302,F,N,Y,0,138200.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2.0,1,42,14,0
1002303,F,Y,N,0,224000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Cleaning staff,1.0,0,46,36,0
1002304,F,N,Y,2,213100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4.0,0,53,21,0
1002305,M,N,N,0,87400.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Core staff,2.0,0,40,20,0
1002306,F,Y,N,1,115100.0,Working,Higher education,Married,House / apartment,1,0,0,1,Managers,3.0,0,43,16,0
1002307,F,N,N,0,323100.0,Working,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2.0,0,55,28,0
1002308,F,N,Y,0,195600.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Cleaning staff,2.0,0,32,33,0
1002309,F,Y,N,0,150700.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,1,1,1,0,Cleaning staff,2.0,0,69,0,1
1002310,F,Y,Y,0,108700.0,Student,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Medicine staff,2.0,1,45,26,0
1002311,M,Y,Y,2,292700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,4.0,0,35,27,0
1002312,M,N,Y,1,238200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,30,28,0
1002313,M,N,Y,0,230700.0,Working,Academic degree,Married,With parents,1,0,0,0,Other,2.0,1,60,3,0
1002314,M,N,Y,1,377300.0,Commercial associate,Academic degree,Separated,House / apartment,1,0,0,0,Cooking staff,3.0,0,65,35,0
1002315,M,Y,N,0,226600.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Core staff,2.0,0,65,15,0
1002316,M,N,N,0,276800.0,Pensioner,Academic degree,Married,House / apartment,1,0,0,0,Accountants,2.0,0,64,0,1
1002317,F,N,Y,0,241900.0,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Medicine staff,1.0,0,31,37,0
1002318,F,N,Y,0,153900.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2.0,0,26,31,0
1002319,F,N,Y,2,306200.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,4.0,0,63,20,0
1002320,M,N,N,2,302700.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Laborers,4.0,0,66,25,0
1002321,M,N,Y,1,305400.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,1,0,0,0,Managers,3.0,0,66,4,0
1002322,M,N,Y,0,27000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Core staff,1.0,0,63,0,1
1002323,M,Y,Y,0,182700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2.0,1,50,11,0
1002324,M,N,N,0,245500.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Core staff,2.0,0,52,10,0
1002325,F,N,Y,0,197900.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,1.0,0,30,3,0
1002326,M,Y,Y,1,220900.0,Working,Higher education,Single / not married,With parents,1,0,0,0,Sales staff,3.0,0,65,33,0
1002327,M,Y,Y,0,178000.0,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,1,0,0,0,Accountants,1.0,1,25,16,0
1002328,F,N,N,0,314400.0,Working,Higher education,Married,House / apartment,1,1,0,0,Drivers,1.0,0,61,3,0
1002329,F,Y,Y,1,264700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3.0,0,50,5,0
1002330,F,Y,N,0,244600.0,Working,Higher education,Married,Office apartment,1,0,0,0,High skill tech staff,2.0,0,39,20,0
1002331,M,N,N,1,161200.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,1,Cooking staff,3.0,1,30,0,1
1002332,F,Y,Y,2,182300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4.0,0,68,0,0
1002333,M,Y,N,1,361000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,30,17,0
1002334,F,Y,N,4,206800.0,Working,Secondary / secondary special,Single / not married,Office apartment,1,0,1,1,Cleaning staff,5.0,1,27,5,0
1002335,F,Y,Y,1,292600.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,Laborers,3.0,0,45,0,1
1002336,F,N,N,2,248500.0,Working,Secondary / secondary special,Married,With parents,1,1,0,0,Accountants,4.0,1,56,6,0
1002337,M,N,Y,1,171800.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cooking staff,3.0,0,39,0,1
1002338,F,Y,Y,2,74200.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,3.0,1,55,13,0
1002339,M,N,Y,0,266700.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cleaning staff,2.0,1,34,20,0
1002340,M,N,N,0,59700.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,34,29,0
1002341,M,Y,N,0,167100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2.0,0,55,4,0
1002342,F,N,Y,1,84900.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Cleaning staff,3.0,1,28,34,0
1002343,M,Y,N,0,289000.0,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2.0,1,42,8,0
1002344,F,Y,N,4,191900.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,0,Accountants,6.0,0,24,14,0
